Date,Team,Acquired,Player,Injury,Duration,Injury_Description,Injured_Area,Injury_Reason,Next_Appearance,Days_Between,Estimated_Duration_Days,Body_Part_Group,Injury_Reason_Group,Direction,Injury_Combined
2015-01-21,Heat,,Hassan Whiteside,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2015-02-06,16.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2015-02-06,Heat,,Hassan Whiteside,sprained ankle (DTD),DTD,sprained ankle,ankle,sprain,2015-03-07,29.0,7.0,ankle_foot,strain_sprain_tear,unspecified,ankle_foot_strain_sprain_tear
2015-03-07,Heat,,Hassan Whiteside,ankle injury (DTD),DTD,ankle injury,ankle,injury,2015-03-25,18.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2015-03-25,Heat,,Hassan Whiteside,hand injury (DTD),DTD,hand injury,hand,injury,2015-04-05,11.0,7.0,wrist_hand,injury,unspecified,wrist_hand_injury
2015-04-05,Heat,,Hassan Whiteside,lacerated right hand (DTD),DTD,lacerated right hand,right hand,unknown,2016-01-04,274.0,7.0,wrist_hand,other,right,wrist_hand_other
2016-01-04,Heat,,Hassan Whiteside,knee injury (DTD),DTD,knee injury,knee,injury,2016-01-11,7.0,7.0,knee_region,injury,unspecified,knee_region_injury
2016-01-11,Heat,,Hassan Whiteside,knee injury (DTD),DTD,knee injury,knee,injury,2016-01-20,9.0,7.0,knee_region,injury,unspecified,knee_region_injury
2016-01-20,Heat,,Hassan Whiteside,strained oblique (DTD),DTD,strained oblique,unknown,strain,2016-01-21,1.0,1.0,other,strain_sprain_tear,unspecified,other_strain_sprain_tear
2016-01-21,Heat,,Hassan Whiteside,hip injury (DTD),DTD,hip injury,hip,injury,2016-01-22,1.0,1.0,hip_pelvis,injury,unspecified,hip_pelvis_injury
2016-01-22,Heat,,Hassan Whiteside,strained left hip (DTD),DTD,strained left hip,left hip,strain,2016-05-07,106.0,7.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2016-05-07,Heat,,Hassan Whiteside,sprained MCL in right knee (out for season),out for season,sprained MCL in right knee,right knee,sprain,2017-01-01,239.0,239.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2017-01-01,Heat,,Hassan Whiteside,right eye injury (DTD),DTD,right eye injury,right eye,injury,2017-01-27,26.0,7.0,head_region,injury,right,head_region_injury
2017-01-27,Heat,,Hassan Whiteside,ankle injury (DTD),DTD,ankle injury,ankle,injury,2017-10-20,266.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2017-10-20,Heat,,Hassan Whiteside,bruised left knee (DTD),DTD,bruised left knee,left knee,bruise,2017-11-29,40.0,7.0,knee_region,bruise_contusion,left,knee_region_bruise_contusion
2017-11-29,Heat,,Hassan Whiteside,bone bruise in left knee (DTD),DTD,bone bruise in left knee,left knee,bruise,2018-11-05,341.0,7.0,knee_region,bruise_contusion,left,knee_region_bruise_contusion
2018-11-05,Heat,,Hassan Whiteside,right knee injury (DTD),DTD,right knee injury,right knee,injury,2019-02-27,114.0,7.0,knee_region,injury,right,knee_region_injury
2019-02-27,Heat,,Hassan Whiteside,strained left hip (DTD),DTD,strained left hip,left hip,strain,2019-11-02,248.0,7.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2019-11-02,Blazers,,Hassan Whiteside,left knee injury (DTD),DTD,left knee injury,left knee,injury,2020-02-07,97.0,7.0,knee_region,injury,left,knee_region_injury
2020-02-07,Blazers,,Hassan Whiteside,bruised left leg (DTD),DTD,bruised left leg,left leg,bruise,2021-03-25,412.0,7.0,other,bruise_contusion,left,other_bruise_contusion
2021-03-25,Kings,,Hassan Whiteside,sore right knee (DTD),DTD,sore right knee,right knee,sore,2021-05-14,50.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2021-05-14,Kings,,Hassan Whiteside,tightness in lower back (out for season),out for season,tightness in lower back,lower lower back,unknown,2022-02-02,264.0,264.0,spine_torso,other,lower,spine_torso_other
2022-02-02,Jazz,,Hassan Whiteside,strained lower back (DTD),DTD,strained lower back,lower lower back,strain,,,,spine_torso,strain_sprain_tear,lower,spine_torso_strain_sprain_tear
2023-11-28,Heat,,Haywood Highsmith,back injury (DTD),DTD,back injury,back,injury,2023-12-05,7.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2023-12-05,Heat,,Haywood Highsmith,bruised lower back (DTD),DTD,bruised lower back,lower lower back,bruise,,,,spine_torso,bruise_contusion,lower,spine_torso_bruise_contusion
2023-12-19,Bulls,,Henri Drell,sprained right thumb (DTD),DTD,sprained right thumb,right thumb,sprain,,,,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2016-11-29,Pistons,,Henry Ellenson,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2018-12-11,742.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2018-12-11,Pistons,,Henry Ellenson,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2019-01-19,39.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2019-01-19,Pistons,,Henry Ellenson,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,,,,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2015-04-09,Heat,,Henry Walker / Bill Walker,elbow injury (DTD),DTD,elbow injury,elbow,injury,,,,arm_elbow,injury,unspecified,arm_elbow_injury
2024-03-16,Pelicans,,Herbert Jones / Herb Jones (Keyshawn),bruised lower back (DTD),DTD,bruised lower back,lower lower back,bruise,,,,spine_torso,bruise_contusion,lower,spine_torso_bruise_contusion
2013-01-09,Magic,,Hidayet Turkoglu / Hedo Turkoglu,left hand injury (DTD),DTD,left hand injury,left hand,injury,2013-02-10,32.0,7.0,wrist_hand,injury,left,wrist_hand_injury
2013-02-10,Magic,,Hidayet Turkoglu / Hedo Turkoglu,sore back (DNP),DNP,sore back,back,sore,2014-02-07,362.0,362.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2014-02-07,Clippers,,Hidayet Turkoglu / Hedo Turkoglu,bruised right knee (DNP),DNP,bruised right knee,right knee,bruise,,,,knee_region,bruise_contusion,right,knee_region_bruise_contusion
2014-02-10,76ers,,Hollis Thompson,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2014-02-12,2.0,2.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2014-02-12,76ers,,Hollis Thompson,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2014-02-18,6.0,6.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2014-02-18,76ers,,Hollis Thompson,sprained right ankle (DNP),DNP,sprained right ankle,right ankle,sprain,2016-01-01,682.0,682.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2016-01-01,76ers,,Hollis Thompson,corneal abrasion in right eye (DTD),DTD,corneal abrasion in right eye,right cornea,abrasion,2016-12-16,350.0,7.0,head_region,cut_wound,right,head_region_cut_wound
2016-12-16,76ers,,Hollis Thompson,sore right knee (DTD),DTD,sore right knee,right knee,sore,,,,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2018-04-06,Pelicans,,Ian Clark,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2018-12-19,257.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2018-12-19,Pelicans,,Ian Clark,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,,,,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2014-12-07,Pacers,,Ian Mahinmi,torn plantar fascia in left foot (out indefinitely),out indefinitely,torn plantar fascia in left foot,left plantar fascia,torn,2015-02-06,61.0,61.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2015-02-06,Pacers,,Ian Mahinmi,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2015-11-03,270.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2015-11-03,Pacers,,Ian Mahinmi,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2016-01-17,75.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2016-01-17,Pacers,,Ian Mahinmi,sore left heel (DTD),DTD,sore left heel,left heel,sore,2016-01-22,5.0,5.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2016-01-22,Pacers,,Ian Mahinmi,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2016-01-30,8.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2016-01-30,Pacers,,Ian Mahinmi,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2017-12-12,682.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2017-12-12,Wizards,,Ian Mahinmi,sore right knee (DTD),DTD,sore right knee,right knee,sore,2018-04-06,115.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2018-04-06,Wizards,,Ian Mahinmi,concussion (DTD),DTD,concussion,unknown,concussion,2018-10-24,201.0,7.0,other,impact_injury,unspecified,other_impact_injury
2018-10-24,Wizards,,Ian Mahinmi,back injury (DTD),DTD,back injury,back,injury,2019-01-27,95.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2019-01-27,Wizards,,Ian Mahinmi,right thumb injury (DTD),DTD,right thumb injury,right thumb,injury,,,,wrist_hand,injury,right,wrist_hand_injury
2017-10-18,Pacers,,Ike Anigbogu,knee injury (DTD),DTD,knee injury,knee,injury,2019-01-04,443.0,7.0,knee_region,injury,unspecified,knee_region_injury
2019-01-04,Pacers,,Ike Anigbogu,sore right knee (DTD),DTD,sore right knee,right knee,sore,,,,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2011-12-25,Knicks,,Iman Shumpert,sprained MCL in right knee (out indefinitely),out indefinitely,sprained MCL in right knee,right knee,sprain,2012-04-28,125.0,125.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2012-04-28,Knicks,,Iman Shumpert,torn lateral meniscus / ACL (CBC) in left knee (out for season),CBC,torn lateral meniscus / ACL in left knee,left knee,torn,2014-01-30,642.0,642.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2014-01-30,Knicks,,Iman Shumpert,sprained right shoulder (DNP),DNP,sprained right shoulder,right shoulder,sprain,2014-11-16,290.0,290.0,shoulder_region,strain_sprain_tear,right,shoulder_region_strain_sprain_tear
2014-11-16,Knicks,,Iman Shumpert,bruised right hip (DTD),DTD,bruised right hip,right hip,bruise,2015-01-07,52.0,7.0,hip_pelvis,bruise_contusion,right,hip_pelvis_bruise_contusion
2015-01-07,Cavaliers,,Iman Shumpert,dislocated left shoulder (DTD),DTD,dislocated left shoulder,left shoulder,unknown,2015-09-29,265.0,7.0,shoulder_region,other,left,shoulder_region_other
2015-09-29,Cavaliers,,Iman Shumpert,right wrist injury (surgery) (out indefinitely),surgery,right wrist injury,right wrist,injury,2016-02-21,145.0,145.0,wrist_hand,injury,right,wrist_hand_injury
2016-02-21,Cavaliers,,Iman Shumpert,sprained left shoulder (DTD),DTD,sprained left shoulder,left shoulder,sprain,2016-04-09,48.0,7.0,shoulder_region,strain_sprain_tear,left,shoulder_region_strain_sprain_tear
2016-04-09,Cavaliers,,Iman Shumpert,sore left knee (DTD),DTD,sore left knee,left knee,sore,2016-04-11,2.0,2.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2016-04-11,Cavaliers,,Iman Shumpert,left knee injury (DTD),DTD,left knee injury,left knee,injury,2016-11-27,230.0,7.0,knee_region,injury,left,knee_region_injury
2016-11-27,Cavaliers,,Iman Shumpert,sore/strained left hamstring (DTD),DTD,sore/strained left hamstring,left hamstring,strain,2017-02-08,73.0,7.0,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2017-02-08,Cavaliers,,Iman Shumpert,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2017-03-27,47.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2017-03-27,Cavaliers,,Iman Shumpert,sore right knee (DTD),DTD,sore right knee,right knee,sore,2017-10-29,216.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2017-10-29,Cavaliers,,Iman Shumpert,sore right knee (DTD),DTD,sore right knee,right knee,sore,2017-11-18,20.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2017-11-18,Cavaliers,,Iman Shumpert,left knee injury (DTD),DTD,left knee injury,left knee,injury,2018-01-26,69.0,7.0,knee_region,injury,left,knee_region_injury
2018-01-26,Cavaliers,,Iman Shumpert,left knee injury (DTD),DTD,left knee injury,left knee,injury,2018-12-16,324.0,7.0,knee_region,injury,left,knee_region_injury
2018-12-16,Kings,,Iman Shumpert,hip injury (DTD),DTD,hip injury,hip,injury,2019-02-20,66.0,7.0,hip_pelvis,injury,unspecified,hip_pelvis_injury
2019-02-20,Rockets,,Iman Shumpert,sore right knee (DTD),DTD,sore right knee,right knee,sore,2019-02-28,8.0,7.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2019-02-28,Rockets,,Iman Shumpert,right calf injury (DTD),DTD,right calf injury,right calf,injury,,,,lower_leg,injury,right,lower_leg_injury
2023-01-22,Knicks,,Immanuel Quickley,sore left knee (DTD),DTD,sore left knee,left knee,sore,2023-12-11,323.0,7.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2023-12-11,Knicks,,Immanuel Quickley,right knee inflammation (DTD),DTD,right knee inflammation,right knee,inflammation,2024-11-12,337.0,7.0,knee_region,inflammation,right,knee_region_inflammation
2024-11-12,Raptors,,Immanuel Quickley,torn UCL in left elbow (out indefinitely),out indefinitely,torn UCL in left elbow,left elbow,torn,,,,arm_elbow,strain_sprain_tear,left,arm_elbow_strain_sprain_tear
2023-03-28,Cavaliers,,Isaac Okoro,sore left knee (DTD),DTD,sore left knee,left knee,sore,2024-12-07,620.0,7.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2024-12-07,Cavaliers,,Isaac Okoro,bruised left knee (DTD),DTD,bruised left knee,left knee,bruise,,,,knee_region,bruise_contusion,left,knee_region_bruise_contusion
2019-03-08,Magic,,Isaiah Briscoe,right knee injury (DTD),DTD,right knee injury,right knee,injury,,,,knee_region,injury,right,knee_region_injury
2014-11-29,Rockets,,Isaiah Canaan,left ankle injury (DTD),DTD,left ankle injury,left ankle,injury,2014-12-11,12.0,7.0,ankle_foot,injury,left,ankle_foot_injury
2014-12-11,Rockets,,Isaiah Canaan,sprained left knee (DTD),DTD,sprained left knee,left knee,sprain,2014-12-13,2.0,2.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2014-12-13,Rockets,,Isaiah Canaan,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2015-04-03,111.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2015-04-03,76ers,,Isaiah Canaan,sprained right foot (out for season),out for season,sprained right foot,right foot,sprain,2016-04-08,371.0,371.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2016-04-08,76ers,,Isaiah Canaan,torn labrum in left shoulder (out for season),out for season,torn labrum in left shoulder,left shoulder,torn,2018-01-05,637.0,637.0,shoulder_region,strain_sprain_tear,left,shoulder_region_strain_sprain_tear
2018-01-05,Suns,,Isaiah Canaan,strained left adductor (DTD),DTD,strained left adductor,unknown,strain,2018-01-31,26.0,7.0,other,strain_sprain_tear,unspecified,other_strain_sprain_tear
2018-01-31,Suns,,Isaiah Canaan,fractured left ankle (out indefinitely),out indefinitely,fractured left ankle,left ankle,fracture,2018-10-31,273.0,273.0,ankle_foot,bone_injury,left,ankle_foot_bone_injury
2018-10-31,Suns,,Isaiah Canaan,left ankle injury (DTD),DTD,left ankle injury,left ankle,injury,,,,ankle_foot,injury,left,ankle_foot_injury
2024-11-25,Kings,,Isaiah Crawford,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,,,,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2021-04-26,Cavaliers,,Isaiah Hartenstein,concussion (DTD),DTD,concussion,unknown,concussion,2021-05-09,13.0,7.0,other,impact_injury,unspecified,other_impact_injury
2021-05-09,Cavaliers,,Isaiah Hartenstein,concussion (out for season),out for season,concussion,unknown,concussion,2021-12-19,224.0,224.0,other,impact_injury,unspecified,other_impact_injury
2021-12-19,Clippers,,Isaiah Hartenstein,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2024-10-16,1032.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2024-10-16,Thunder,,Isaiah Hartenstein,fractured left hand (out indefinitely),out indefinitely,fractured left hand,left hand,fracture,,,,wrist_hand,bone_injury,left,wrist_hand_bone_injury
2019-04-01,Knicks,,Isaiah Hicks,sore left hip (DTD),DTD,sore left hip,left hip,sore,,,,hip_pelvis,pain_discomfort,left,hip_pelvis_pain_discomfort
2022-11-23,Pacers,,Isaiah Jackson,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2023-03-18,115.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2023-03-18,Pacers,,Isaiah Jackson,sore right knee (DTD),DTD,sore right knee,right knee,sore,,,,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2023-03-14,Pistons,,Isaiah Livers,right hip injury (DTD),DTD,right hip injury,right hip,injury,2023-04-05,22.0,7.0,hip_pelvis,injury,right,hip_pelvis_injury
2023-04-05,Pistons,,Isaiah Livers,sprained right ankle (out for season),out for season,sprained right ankle,right ankle,sprain,2023-10-02,180.0,180.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2023-10-02,Pistons,,Isaiah Livers,sprained left ankle (out indefinitely),out indefinitely,sprained left ankle,left ankle,sprain,,,,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2019-12-28,Mavericks,,Isaiah Roby,right foot injury (DTD),DTD,right foot injury,right foot,injury,2021-02-06,406.0,7.0,ankle_foot,injury,right,ankle_foot_injury
2021-02-06,Thunder,,Isaiah Roby,right foot injury (DTD),DTD,right foot injury,right foot,injury,2021-04-04,57.0,7.0,ankle_foot,injury,right,ankle_foot_injury
2021-04-04,Thunder,,Isaiah Roby,concussion (DTD),DTD,concussion,unknown,concussion,2021-04-19,15.0,7.0,other,impact_injury,unspecified,other_impact_injury
2021-04-19,Thunder,,Isaiah Roby,right big toe injury (DTD),DTD,right big toe injury,right toe,injury,,,,ankle_foot,injury,right,ankle_foot_injury
2023-01-10,Pistons,,Isaiah Stewart,sore left shoulder (DTD),DTD,sore left shoulder,left shoulder,sore,2023-02-28,49.0,7.0,shoulder_region,pain_discomfort,left,shoulder_region_pain_discomfort
2023-02-28,Pistons,,Isaiah Stewart,sore right hip (DTD),DTD,sore right hip,right hip,sore,2023-12-16,291.0,7.0,hip_pelvis,pain_discomfort,right,hip_pelvis_pain_discomfort
2023-12-16,Pistons,,Isaiah Stewart,sprained left shoulder (DTD),DTD,sprained left shoulder,left shoulder,sprain,2024-01-19,34.0,7.0,shoulder_region,strain_sprain_tear,left,shoulder_region_strain_sprain_tear
2024-01-19,Pistons,,Isaiah Stewart,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,,,,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-03-26,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-03-29,3.0,3.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-03-29,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-03-31,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-03-31,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-02,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-02,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-04,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-04,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-06,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-06,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-08,2.0,2.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-08,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-09,1.0,1.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-09,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2014-04-12,3.0,3.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2014-04-12,Kings,,Isaiah Thomas,bruised right quadriceps (DNP),DNP,bruised right quadriceps,right quadriceps,bruise,2016-12-06,969.0,969.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2016-12-06,Celtics,,Isaiah Thomas,sore/strained groin (DTD),DTD,sore/strained groin,groin,strain,2017-03-16,100.0,7.0,hip_pelvis,strain_sprain_tear,unspecified,hip_pelvis_strain_sprain_tear
2017-03-16,Celtics,,Isaiah Thomas,bone bruise in right knee (DTD),DTD,bone bruise in right knee,right knee,bruise,2017-05-20,65.0,7.0,knee_region,bruise_contusion,right,knee_region_bruise_contusion
2017-05-20,Celtics,,Isaiah Thomas,hip injury (out for season),out for season,hip injury,hip,injury,2017-09-26,129.0,129.0,hip_pelvis,injury,unspecified,hip_pelvis_injury
2017-09-26,Cavaliers,,Isaiah Thomas,right hip impingement (DTD),DTD,right hip impingement,right hip,impingement,2018-01-03,99.0,7.0,hip_pelvis,structural_abnormality,right,hip_pelvis_structural_abnormality
2018-01-03,Cavaliers,,Isaiah Thomas,right hip injury (DTD),DTD,right hip injury,right hip,injury,2018-03-24,80.0,7.0,hip_pelvis,injury,right,hip_pelvis_injury
2018-03-24,Lakers,,Isaiah Thomas,right hip injury (out for season),out for season,right hip injury,right hip,injury,2018-10-16,206.0,206.0,hip_pelvis,injury,right,hip_pelvis_injury
2018-10-16,Nuggets,,Isaiah Thomas,right hip injury (DTD),DTD,right hip injury,right hip,injury,2019-10-23,372.0,7.0,hip_pelvis,injury,right,hip_pelvis_injury
2019-10-23,Wizards,,Isaiah Thomas,left thumb injury (DTD),DTD,left thumb injury,left thumb,injury,2019-12-05,43.0,7.0,wrist_hand,injury,left,wrist_hand_injury
2019-12-05,Wizards,,Isaiah Thomas,strained left calf (DTD),DTD,strained left calf,left calf,strain,,,,lower_leg,strain_sprain_tear,left,lower_leg_strain_sprain_tear
2021-12-01,Wizards,,Isaiah Todd,toe injury (DTD),DTD,toe injury,toe,injury,,,,ankle_foot,injury,unspecified,ankle_foot_injury
2016-11-12,Nets,,Isaiah Whitehead,concussion (DTD),DTD,concussion,unknown,concussion,2016-12-20,38.0,7.0,other,impact_injury,unspecified,other_impact_injury
2016-12-20,Nets,,Isaiah Whitehead,sore left foot (DTD),DTD,sore left foot,left foot,sore,2018-03-28,463.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2018-03-28,Nets,,Isaiah Whitehead,sprained right wrist (out for season),out for season,sprained right wrist,right wrist,sprain,,,,wrist_hand,strain_sprain_tear,right,wrist_hand_strain_sprain_tear
2015-04-11,76ers,,Ishmael Smith / Ish Smith,strained left groin (DTD),DTD,strained left groin,left groin,strain,2016-02-06,301.0,7.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2016-02-06,76ers,,Ishmael Smith / Ish Smith,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2020-03-04,1488.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2020-03-04,Wizards,,Ishmael Smith / Ish Smith,left hamstring injury (DTD),DTD,left hamstring injury,left hamstring,injury,,,,upper_leg,injury,left,upper_leg_injury
2021-12-26,Suns,,Ishmail Wainright / Ish Wainright,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2022-10-25,303.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2022-10-25,Suns,,Ishmail Wainright / Ish Wainright,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2023-11-17,388.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2023-11-17,Blazers,,Ishmail Wainright / Ish Wainright,sprained MCL in left knee (DTD),DTD,sprained MCL in left knee,left knee,sprain,,,,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2013-03-08,Hawks,,Ivan Johnson,left finger injury (DNP),DNP,left finger injury,left finger,injury,,,,wrist_hand,injury,left,wrist_hand_injury
2017-11-17,Grizzlies,,Ivan Rabb,concussion (DTD),DTD,concussion,unknown,concussion,2018-03-21,124.0,7.0,other,impact_injury,unspecified,other_impact_injury
2018-03-21,Grizzlies,,Ivan Rabb,right heel injury (DTD),DTD,right heel injury,right heel,injury,2018-03-23,2.0,2.0,ankle_foot,injury,right,ankle_foot_injury
2018-03-23,Grizzlies,,Ivan Rabb,right heel injury (DTD),DTD,right heel injury,right heel,injury,2019-02-27,341.0,7.0,ankle_foot,injury,right,ankle_foot_injury
2019-02-27,Grizzlies,,Ivan Rabb,right heel injury (DTD),DTD,right heel injury,right heel,injury,,,,ankle_foot,injury,right,ankle_foot_injury
2016-11-10,Lakers,,Ivica Zubac,back injury (DTD),DTD,back injury,back,injury,2016-11-18,8.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2016-11-18,Lakers,,Ivica Zubac,ankle injury (DTD),DTD,ankle injury,ankle,injury,2017-03-31,133.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2017-03-31,Lakers,,Ivica Zubac,sprained right ankle (out for season),out for season,sprained right ankle,right ankle,sprain,2024-01-14,2480.0,2480.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2024-01-14,Clippers,,Ivica Zubac,right calf injury (DTD),DTD,right calf injury,right calf,injury,,,,lower_leg,injury,right,lower_leg_injury
2022-11-23,Celtics,,J.D. Davison,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,,,,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2012-03-16,Kings,,J.J. Hickson,back injury (DTD),DTD,back injury,back,injury,2013-04-10,390.0,7.0,spine_torso,injury,unspecified,spine_torso_injury
2013-04-10,Blazers,,J.J. Hickson,back injury (DNP),DNP,back injury,back,injury,2014-03-22,346.0,346.0,spine_torso,injury,unspecified,spine_torso_injury
2014-03-22,Nuggets,,J.J. Hickson,torn ACL in right knee (out indefinitely),out indefinitely,torn ACL in right knee,right knee,torn,2014-03-23,1.0,14.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2014-03-23,Nuggets,,J.J. Hickson,torn ACL in right knee (DNP),DNP,torn ACL in right knee,right knee,torn,2014-03-24,1.0,1.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2014-03-24,Nuggets,,J.J. Hickson,torn ACL in right knee (DNP),DNP,torn ACL in right knee,right knee,torn,2015-04-01,373.0,373.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
